""
"TEC System Name:","AY.VAV1-10","","Descriptor:",""
" 43","DHCD.UNKNOWN:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.UNKNOWN:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.UNKNOWN:DMPR COMD","","","0.0","PCT"," -N-     NONE"
" 49","DHCD.UNKNOWN:DMPR POS","","","0.0","PCT"," -N-     NONE"
" 51","DHCD.UNKNOWN:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 52","DHCD.UNKNOWN:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.UNKNOWN:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.UNKNOWN:MTR2 TIMING","","","150.0","SEC"," -N-     NONE"
" 56","DHCD.UNKNOWN:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.UNKNOWN:MTR SETUP","","","5.0",""," -N-     NONE"
" 59","DHCD.UNKNOWN:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.UNKNOWN:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.UNKNOWN:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.UNKNOWN:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.UNKNOWN:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","DHCD.UNKNOWN:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","DHCD.UNKNOWN:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","DHCD.UNKNOWN:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","DHCD.UNKNOWN:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.UNKNOWN:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.UNKNOWN:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.UNKNOWN:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.UNKNOWN:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.UNKNOWN:FLOW","","","24.0","PCT"," -N-     NONE"
" 76","DHCD.UNKNOWN:CTL FLOW MIN","","","24.0"," CFM"," -N-     NONE"
" 77","DHCD.UNKNOWN:CTL FLOW MAX","","","100.0"," CFM"," -N-     NONE"
" 78","DHCD.UNKNOWN:CTL TEMP","","","70.25","DEG F"," -N-     NONE"
" 79","DHCD.UNKNOWN:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 80","DHCD.UNKNOWN:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","DHCD.UNKNOWN:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","DHCD.UNKNOWN:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","DHCD.UNKNOWN:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","DHCD.UNKNOWN:CTL STPT","","","69.0","DEG F"," -N-     NONE"
" 93","DHCD.UNKNOWN:FLOW STPT","","","24.0","PCT"," -N-     NONE"
" 94","DHCD.UNKNOWN:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.UNKNOWN:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.UNKNOWN:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.UNKNOWN:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","DHCD.UNKNOWN:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.UNKNOWN:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV1C10","","Descriptor:",""
"","DHCD.VAV1C10:ADDRESS","","","5",""," -N-     NONE"
"  2","DHCD.VAV1C10:APPLICATION","","","2500.0",""," -N-     NONE"
"  3","DHCD.VAV1C10:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV1C10:ROOM TEMP","","","72.25","DEG F"," -N-     NONE"
"  6","DHCD.VAV1C10:DAY CLG STPT","","","74.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV1C10:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV1C10:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV1C10:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV1C10:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV1C10:RM STPT DIAL","","","74.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV1C10:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV1C10:AI 3","","","74.0","DEG F"," *F*     NONE"
" 18","DHCD.VAV1C10:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV1C10:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV1C10:OVRD TIME","","","2.0","HRS"," -N-     NONE"
" 21","DHCD.VAV1C10:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 24","DHCD.VAV1C10:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV1C10:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV1C10:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV1C10:CLG FLOW MIN","","","40.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV1C10:CLG FLOW MAX","","","40.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV1C10:AIR VOLUME","","","44.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV1C10:FLOW COEFF","","","0.67",""," -N-     NONE"
" 40","DHCD.VAV1C10:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV1C10:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV1C10:DO 2","","","ON",""," -N-     NONE"
" 43","DHCD.VAV1C10:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV1C10:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV1C10:DMPR COMD","","","6.0","PCT"," -N-     NONE"
" 49","DHCD.VAV1C10:DMPR POS","","","6.4","PCT"," -N-     NONE"
" 51","DHCD.VAV1C10:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV1C10:MTR2 COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV1C10:MTR2 POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV1C10:MTR2 TIMING","","","130.0","SEC"," -N-     NONE"
" 56","DHCD.VAV1C10:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV1C10:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV1C10:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV1C10:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV1C10:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV1C10:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV1C10:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV1C10:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV1C10:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV1C10:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV1C10:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV1C10:FLOW","","","110.0","PCT"," -N-     NONE"
" 76","DHCD.VAV1C10:CTL FLOW MIN","","","40.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV1C10:CTL FLOW MAX","","","40.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV1C10:CTL TEMP","","","72.25","DEG F"," -N-     NONE"
" 79","DHCD.VAV1C10:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 84","DHCD.VAV1C10:DMPR STATUS","","","CAL",""," -N-     NONE"
" 87","DHCD.VAV1C10:CAL MODULE","","","NO",""," -N-     NONE"
" 92","DHCD.VAV1C10:CTL STPT","","","74.0","DEG F"," -N-     NONE"
" 93","DHCD.VAV1C10:FLOW STPT","","","100.0","PCT"," -N-     NONE"
" 94","DHCD.VAV1C10:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV1C10:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV1C10:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV1C10:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV1C10:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV1C10:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV1C12","","Descriptor:",""
"","DHCD.VAV1C12:ADDRESS","","","7",""," -N-     NONE"
"  2","DHCD.VAV1C12:APPLICATION","","","2500.0",""," -N-     NONE"
"  3","DHCD.VAV1C12:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV1C12:ROOM TEMP","","","71.75","DEG F"," -N-     NONE"
"  6","DHCD.VAV1C12:DAY CLG STPT","","","74.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV1C12:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV1C12:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV1C12:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV1C12:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV1C12:RM STPT DIAL","","","95.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV1C12:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV1C12:AI 3","","","74.0","DEG F"," *F*     NONE"
" 18","DHCD.VAV1C12:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV1C12:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV1C12:OVRD TIME","","","2.0","HRS"," -N-     NONE"
" 21","DHCD.VAV1C12:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 24","DHCD.VAV1C12:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV1C12:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV1C12:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV1C12:CLG FLOW MIN","","","100.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV1C12:CLG FLOW MAX","","","1376.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV1C12:AIR VOLUME","","","356.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV1C12:FLOW COEFF","","","0.58",""," -N-     NONE"
" 40","DHCD.VAV1C12:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV1C12:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV1C12:DO 2","","","ON",""," -N-     NONE"
" 43","DHCD.VAV1C12:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV1C12:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV1C12:DMPR COMD","","","25.6","PCT"," -N-     NONE"
" 49","DHCD.VAV1C12:DMPR POS","","","26.0","PCT"," -N-     NONE"
" 51","DHCD.VAV1C12:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV1C12:MTR2 COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV1C12:MTR2 POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV1C12:MTR2 TIMING","","","130.0","SEC"," -N-     NONE"
" 56","DHCD.VAV1C12:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV1C12:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV1C12:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV1C12:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV1C12:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV1C12:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV1C12:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV1C12:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV1C12:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV1C12:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV1C12:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV1C12:FLOW","","","25.75","PCT"," -N-     NONE"
" 76","DHCD.VAV1C12:CTL FLOW MIN","","","100.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV1C12:CTL FLOW MAX","","","1376.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV1C12:CTL TEMP","","","71.75","DEG F"," -N-     NONE"
" 79","DHCD.VAV1C12:CLG LOOPOUT","","","20.0","PCT"," -N-     NONE"
" 84","DHCD.VAV1C12:DMPR STATUS","","","CAL",""," -N-     NONE"
" 87","DHCD.VAV1C12:CAL MODULE","","","NO",""," -N-     NONE"
" 92","DHCD.VAV1C12:CTL STPT","","","72.0","DEG F"," -N-     OPER"
" 93","DHCD.VAV1C12:FLOW STPT","","","25.75","PCT"," -N-     NONE"
" 94","DHCD.VAV1C12:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV1C12:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV1C12:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV1C12:DUCT AREA","","","0.55","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV1C12:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV1C12:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV1C7","","Descriptor:",""
"","DHCD.VAV1C7:ADDRESS","","","2",""," -N-     NONE"
"  2","DHCD.VAV1C7:APPLICATION","","","2500.0",""," -N-     NONE"
"  3","DHCD.VAV1C7:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV1C7:ROOM TEMP","","","72.0","DEG F"," -N-     OPER"
"  6","DHCD.VAV1C7:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV1C7:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV1C7:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV1C7:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV1C7:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV1C7:RM STPT DIAL","","","63.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV1C7:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV1C7:AI 3","","","74.0","DEG F"," *F*     NONE"
" 18","DHCD.VAV1C7:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV1C7:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV1C7:OVRD TIME","","","2.0","HRS"," -N-     NONE"
" 21","DHCD.VAV1C7:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 24","DHCD.VAV1C7:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV1C7:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV1C7:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV1C7:CLG FLOW MIN","","","152.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV1C7:CLG FLOW MAX","","","152.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV1C7:AIR VOLUME","","","156.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV1C7:FLOW COEFF","","","0.7",""," -N-     NONE"
" 40","DHCD.VAV1C7:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV1C7:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV1C7:DO 2","","","ON",""," -N-     NONE"
" 43","DHCD.VAV1C7:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV1C7:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV1C7:DMPR COMD","","","22.0","PCT"," -N-     NONE"
" 49","DHCD.VAV1C7:DMPR POS","","","22.4","PCT"," -N-     NONE"
" 51","DHCD.VAV1C7:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV1C7:MTR2 COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV1C7:MTR2 POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV1C7:MTR2 TIMING","","","130.0","SEC"," -N-     NONE"
" 56","DHCD.VAV1C7:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV1C7:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV1C7:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV1C7:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV1C7:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV1C7:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV1C7:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV1C7:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV1C7:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV1C7:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV1C7:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV1C7:FLOW","","","100.0","PCT"," -N-     NONE"
" 76","DHCD.VAV1C7:CTL FLOW MIN","","","152.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV1C7:CTL FLOW MAX","","","152.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV1C7:CTL TEMP","","","74.0","DEG F"," -N-     OPER"
" 79","DHCD.VAV1C7:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 84","DHCD.VAV1C7:DMPR STATUS","","","CAL",""," -N-     NONE"
" 87","DHCD.VAV1C7:CAL MODULE","","","NO",""," -N-     NONE"
" 92","DHCD.VAV1C7:CTL STPT","","","75.0","DEG F"," -N-     OPER"
" 93","DHCD.VAV1C7:FLOW STPT","","","100.0","PCT"," -N-     NONE"
" 94","DHCD.VAV1C7:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV1C7:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV1C7:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV1C7:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV1C7:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV1C7:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV1R11","","Descriptor:",""
"","DHCD.VAV1R11:ADDRESS","","","6",""," -N-     NONE"
"  2","DHCD.VAV1R11:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","DHCD.VAV1R11:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV1R11:ROOM TEMP","","","72.0","DEG F"," -N-     NONE"
"  5","DHCD.VAV1R11:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","DHCD.VAV1R11:DAY CLG STPT","","","72.0","DEG F"," -N-     NONE"
"  7","DHCD.VAV1R11:DAY HTG STPT","","","70.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV1R11:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","DHCD.VAV1R11:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV1R11:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV1R11:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV1R11:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV1R11:RM STPT DIAL","","","73.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV1R11:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV1R11:AI 3","","","60.0","DEG F"," -N-     NONE"
" 16","DHCD.VAV1R11:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","DHCD.VAV1R11:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","DHCD.VAV1R11:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV1R11:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV1R11:OVRD TIME","","","2.0","HRS"," -N-     NONE"
" 21","DHCD.VAV1R11:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","DHCD.VAV1R11:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","DHCD.VAV1R11:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","DHCD.VAV1R11:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV1R11:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV1R11:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV1R11:CLG FLOW MIN","","","100.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV1R11:CLG FLOW MAX","","","2160.0"," CFM"," -N-     NONE"
" 33","DHCD.VAV1R11:HTG FLOW MIN","","","252.0"," CFM"," -N-     NONE"
" 34","DHCD.VAV1R11:HTG FLOW MAX","","","1080.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV1R11:AIR VOLUME","","","616.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV1R11:FLOW COEFF","","","0.66",""," -N-     NONE"
" 40","DHCD.VAV1R11:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV1R11:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV1R11:DO 2","","","ON",""," -N-     NONE"
" 43","DHCD.VAV1R11:DO 3","","","ON",""," -N-     NONE"
" 44","DHCD.VAV1R11:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV1R11:DMPR COMD","","","17.6","PCT"," -N-     NONE"
" 49","DHCD.VAV1R11:DMPR POS","","","17.2","PCT"," -N-     NONE"
" 51","DHCD.VAV1R11:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV1R11:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV1R11:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV1R11:MTR2 TIMING","","","150.0","SEC"," -N-     NONE"
" 56","DHCD.VAV1R11:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV1R11:MTR SETUP","","","13.0",""," -N-     NONE"
" 59","DHCD.VAV1R11:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV1R11:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV1R11:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV1R11:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV1R11:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","DHCD.VAV1R11:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","DHCD.VAV1R11:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","DHCD.VAV1R11:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","DHCD.VAV1R11:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV1R11:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV1R11:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV1R11:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV1R11:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV1R11:FLOW","","","28.5","PCT"," -N-     NONE"
" 76","DHCD.VAV1R11:CTL FLOW MIN","","","100.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV1R11:CTL FLOW MAX","","","2160.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV1R11:CTL TEMP","","","72.0","DEG F"," -N-     NONE"
" 79","DHCD.VAV1R11:CLG LOOPOUT","","","25.6","PCT"," -N-     NONE"
" 80","DHCD.VAV1R11:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","DHCD.VAV1R11:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","DHCD.VAV1R11:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","DHCD.VAV1R11:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","DHCD.VAV1R11:CTL STPT","","","72.0","DEG F"," -N-     NONE"
" 93","DHCD.VAV1R11:FLOW STPT","","","29.25","PCT"," -N-     NONE"
" 94","DHCD.VAV1R11:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV1R11:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV1R11:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV1R11:DUCT AREA","","","1.075","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV1R11:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV1R11:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV1R13","","Descriptor:",""
"","DHCD.VAV1R13:ADDRESS","","","8",""," -N-     NONE"
"  2","DHCD.VAV1R13:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","DHCD.VAV1R13:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV1R13:ROOM TEMP","","","73.25","DEG F"," -N-     NONE"
"  5","DHCD.VAV1R13:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","DHCD.VAV1R13:DAY CLG STPT","","","74.0","DEG F"," -N-     NONE"
"  7","DHCD.VAV1R13:DAY HTG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV1R13:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","DHCD.VAV1R13:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV1R13:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV1R13:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV1R13:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV1R13:RM STPT DIAL","","","87.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV1R13:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV1R13:AI 3","","","60.5","DEG F"," -N-     NONE"
" 16","DHCD.VAV1R13:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","DHCD.VAV1R13:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","DHCD.VAV1R13:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV1R13:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV1R13:OVRD TIME","","","2.0","HRS"," -N-     NONE"
" 21","DHCD.VAV1R13:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","DHCD.VAV1R13:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","DHCD.VAV1R13:REHEAT END","","","74.8","PCT"," -N-     NONE"
